panel_num,time(hh:mm:ss),date(dd//mm/yy),voltage(mV),current(mA),power(mW),theta0,theta1
1,15:03:46,30/09/24,19024,388,7396,,
2,15:03:46,30/09/24,17908,356,6396,-60.00,60.00
3,15:03:46,30/09/24,14772,310,4588,,
1,15:13:46,30/09/24,6424,131,848,,
2,15:13:46,30/09/24,5588,111,626,-27.19,45.18
3,15:13:46,30/09/24,4912,103,508,,
1,15:23:39,30/09/24,18432,377,6950,,
2,15:23:39,30/09/24,16968,338,5744,30.00,60.00
3,15:23:39,30/09/24,5348,112,600,,
1,15:33:48,30/09/24,18360,375,6888,,
2,15:33:48,30/09/24,17724,353,6266,-30.00,60.00
3,15:33:48,30/09/24,4468,93,420,,
1,15:43:42,30/09/24,17900,365,6550,,
2,15:43:42,30/09/24,17272,344,5948,0.00,60.00
3,15:43:42,30/09/24,4028,84,340,,
1,15:53:45,30/09/24,17056,348,5944,,
2,15:53:45,30/09/24,16132,321,5188,-25.11,50.57
3,15:53:45,30/09/24,2628,55,144,,
1,16:03:42,30/09/24,17084,349,5964,,
2,16:03:42,30/09/24,16364,326,5334,0.00,60.00
3,16:03:42,30/09/24,3124,65,204,,
1,16:13:43,30/09/24,16280,332,5414,,
2,16:13:43,30/09/24,15948,317,5066,0.00,60.00
3,16:13:43,30/09/24,2724,57,154,,
1,16:23:45,30/09/24,11840,243,2906,,
2,16:23:45,30/09/24,10600,212,2228,-22.15,53.61
3,16:23:45,30/09/24,3216,67,220,,
1,16:33:42,30/09/24,4200,85,360,,
2,16:33:42,30/09/24,3716,74,276,0.00,30.00
3,16:33:42,30/09/24,2736,57,158,,
1,16:43:43,30/09/24,9644,196,1890,,
2,16:43:43,30/09/24,7668,152,1166,0.00,90.00
3,16:43:43,30/09/24,2116,44,96,,
1,16:53:41,30/09/24,11640,237,2762,,
2,16:53:41,30/09/24,3152,63,200,30.00,30.00
3,16:53:41,30/09/24,2036,42,88,,
1,17:03:47,30/09/24,1820,37,68,,
2,17:03:47,30/09/24,1476,29,42,-11.90,56.23
3,17:03:47,30/09/24,1340,28,40,,
1,17:13:44,30/09/24,2616,53,140,,
2,17:13:44,30/09/24,1768,35,62,-5.84,56.62
3,17:13:44,30/09/24,1080,22,22,,
1,17:23:44,30/09/24,1708,35,58,,
2,17:23:44,30/09/24,1592,32,52,0.00,30.00
3,17:23:44,30/09/24,1120,23,26,,
1,17:33:49,30/09/24,540,11,6,,
2,17:33:49,30/09/24,520,10,6,22.29,57.08
3,17:33:49,30/09/24,360,7,4,,
1,17:43:52,30/09/24,300,6,4,,
2,17:43:52,30/09/24,276,6,4,-30.00,30.00
3,17:43:52,30/09/24,216,4,0,,
1,17:54:20,30/09/24,112,2,0,,
2,17:54:20,30/09/24,80,2,0,84.57,57.10
3,17:54:20,30/09/24,92,2,0,,
1,05:34:12,01/10/24,52,1,0,,
2,05:34:12,01/10/24,52,1,0,86.80,-57.06
3,05:34:12,01/10/24,96,2,0,,
1,05:43:55,01/10/24,304,6,4,,
2,05:43:55,01/10/24,216,4,0,58.45,-57.12
3,05:43:55,01/10/24,228,4,0,,
1,05:54:00,01/10/24,728,15,10,,
2,05:54:00,01/10/24,544,9,6,29.01,-57.07
3,05:54:00,01/10/24,392,8,4,,
1,06:03:46,01/10/24,1084,22,22,,
2,06:03:46,01/10/24,588,14,6,9.35,-56.92
3,06:03:46,01/10/24,556,11,6,,
1,06:13:44,01/10/24,1536,31,50,,
2,06:13:44,01/10/24,1044,17,20,-2.09,-56.65
3,06:13:44,01/10/24,704,14,10,,
1,06:23:47,01/10/24,1700,35,58,,
2,06:23:47,01/10/24,920,21,16,-9.04,-56.28
3,06:23:47,01/10/24,848,17,16,,
1,06:33:46,01/10/24,1936,39,78,,
2,06:33:46,01/10/24,1128,27,22,-13.58,-55.80
3,06:33:46,01/10/24,996,21,20,,
1,06:43:40,01/10/24,2072,42,88,,
2,06:43:40,01/10/24,2056,25,52,30.00,-60.00
3,06:43:40,01/10/24,1124,23,26,,
1,06:53:46,01/10/24,2280,46,104,,
2,06:53:46,01/10/24,3608,50,184,0.00,0.00
3,06:53:46,01/10/24,1228,25,32,,
1,07:03:43,01/10/24,3184,64,206,,
2,07:03:43,01/10/24,3332,136,96,0.00,-30.00
3,07:03:43,01/10/24,1336,28,36,,
1,07:13:43,01/10/24,9980,202,2026,,
2,07:13:43,01/10/24,8112,86,704,0.00,-60.00
3,07:13:43,01/10/24,1432,30,42,,
1,07:23:46,01/10/24,15740,320,5044,,
2,07:23:46,01/10/24,7604,220,564,-30.00,-60.00
3,07:23:46,01/10/24,1480,31,46,,
1,07:33:44,01/10/24,16272,331,5400,,
2,07:33:44,01/10/24,7024,216,442,-30.00,-60.00
3,07:33:44,01/10/24,1544,32,50,,
1,07:43:44,01/10/24,16548,337,5588,,
2,07:43:44,01/10/24,10700,132,1422,-30.00,-60.00
3,07:43:44,01/10/24,1612,34,56,,
1,07:53:44,01/10/24,16652,340,5662,,
2,07:53:44,01/10/24,13588,206,2798,-30.00,-60.00
3,07:53:44,01/10/24,1696,35,58,,
1,08:03:44,01/10/24,16832,344,5790,,
2,08:03:44,01/10/24,8860,250,764,-30.00,-60.00
3,08:03:44,01/10/24,1760,37,66,,
1,08:13:44,01/10/24,17212,352,6058,,
2,08:13:44,01/10/24,13708,203,2786,-30.00,-60.00
3,08:13:44,01/10/24,1836,38,72,,
1,08:23:44,01/10/24,17148,350,6016,,
2,08:23:44,01/10/24,13972,210,2946,-30.00,-60.00
3,08:23:44,01/10/24,1920,40,78,,
1,08:33:44,01/10/24,17400,356,6196,,
2,08:33:44,01/10/24,12268,301,1930,-30.00,-30.00
3,08:33:44,01/10/24,2220,46,104,,
1,08:43:44,01/10/24,17328,355,6150,,
2,08:43:44,01/10/24,12404,303,1956,-30.00,-30.00
3,08:43:44,01/10/24,5336,112,600,,
1,08:53:44,01/10/24,17456,357,6246,,
2,08:53:44,01/10/24,15588,262,4096,-30.00,-30.00
3,08:53:44,01/10/24,16128,337,5456,,
1,09:03:44,01/10/24,17308,355,6144,,
2,09:03:44,01/10/24,16316,285,4660,-30.00,-30.00
3,09:03:44,01/10/24,16952,355,6036,,
1,09:13:44,01/10/24,17492,359,6278,,
2,09:13:44,01/10/24,16064,278,4476,-30.00,-30.00
3,09:13:44,01/10/24,17252,362,6248,,
1,09:23:44,01/10/24,17796,365,6494,,
2,09:23:44,01/10/24,16020,344,4374,-30.00,-30.00
3,09:23:44,01/10/24,17616,369,6512,,
1,09:33:44,01/10/24,17784,364,6488,,
2,09:33:44,01/10/24,16048,345,4374,-30.00,-30.00
3,09:33:44,01/10/24,17796,373,6646,,
1,09:43:44,01/10/24,17792,364,6492,,
2,09:43:44,01/10/24,16572,349,4836,-30.00,-30.00
3,09:43:44,01/10/24,17880,375,6712,,
1,09:53:44,01/10/24,17732,363,6452,,
2,09:53:44,01/10/24,16988,350,5270,-30.00,-30.00
3,09:53:44,01/10/24,17884,375,6712,,
1,10:03:44,01/10/24,17760,364,6476,,
2,10:03:44,01/10/24,17628,339,5984,-30.00,-30.00
3,10:03:44,01/10/24,17972,377,6780,,
1,10:13:44,01/10/24,17688,363,6420,,
2,10:13:44,01/10/24,16868,351,5086,-30.00,-30.00
3,10:13:44,01/10/24,17984,377,6786,,
1,10:23:44,01/10/24,17892,367,6570,,
2,10:23:44,01/10/24,16812,352,4984,-30.00,-30.00
3,10:23:44,01/10/24,18144,380,6910,,
1,10:33:44,01/10/24,17996,369,6648,,
2,10:33:44,01/10/24,17888,356,6376,-30.00,0.00
3,10:33:44,01/10/24,18348,385,7064,,
1,10:43:44,01/10/24,18092,371,6720,,
2,10:43:44,01/10/24,18004,353,6364,-30.00,0.00
3,10:43:44,01/10/24,18284,383,7016,,
1,10:53:44,01/10/24,17732,364,6456,,
2,10:53:44,01/10/24,17836,350,6246,-29.26,-12.54
3,10:53:44,01/10/24,18068,379,6848,,
1,11:03:44,01/10/24,17472,358,6258,,
2,11:03:44,01/10/24,17488,348,6094,-29.30,-10.10
3,11:03:44,01/10/24,17864,375,6694,,
1,11:13:41,01/10/24,8096,167,1340,,
2,11:13:41,01/10/24,8040,159,1282,0.00,0.00
3,11:13:41,01/10/24,8116,171,1374,,
1,11:23:46,01/10/24,7080,146,1036,,
2,11:23:46,01/10/24,6628,131,852,-29.36,-5.16
3,11:23:46,01/10/24,6828,143,980,,
1,11:33:44,01/10/24,11116,227,2540,,
2,11:33:44,01/10/24,10744,214,2196,-29.37,-2.68
3,11:33:44,01/10/24,11060,231,2572,,
1,11:43:43,01/10/24,18580,380,7078,,
2,11:43:43,01/10/24,18648,372,6946,-30.00,0.00
3,11:43:43,01/10/24,18772,393,7396,,
1,11:53:44,01/10/24,18212,373,6800,,
2,11:53:44,01/10/24,18104,362,6560,-30.00,0.00
3,11:53:44,01/10/24,18520,388,7196,,
1,12:03:44,01/10/24,17904,367,6574,,
2,12:03:44,01/10/24,17860,358,6396,-30.00,0.00
3,12:03:44,01/10/24,18204,382,6956,,
1,12:13:44,01/10/24,18148,372,6756,,
2,12:13:44,01/10/24,17972,361,6498,-30.00,0.00
3,12:13:44,01/10/24,18408,386,7114,,
1,12:23:44,01/10/24,18136,372,6754,,
2,12:23:44,01/10/24,18036,357,6482,-30.00,0.00
3,12:23:44,01/10/24,18352,385,7068,,
1,12:33:44,01/10/24,18104,371,6728,,
2,12:33:44,01/10/24,17800,356,6344,-30.00,30.00
3,12:33:44,01/10/24,18276,383,7010,,
1,12:43:44,01/10/24,18068,370,6702,,
2,12:43:44,01/10/24,17920,359,6432,-30.00,30.00
3,12:43:44,01/10/24,18224,382,6970,,
1,12:53:44,01/10/24,18192,373,6792,,
2,12:53:44,01/10/24,17952,359,6456,-30.00,30.00
3,12:53:44,01/10/24,18256,383,6992,,
1,13:03:44,01/10/24,18192,373,6792,,
2,13:03:44,01/10/24,18016,360,6498,-30.00,30.00
3,13:03:44,01/10/24,18180,381,6938,,
1,13:13:44,01/10/24,18020,370,6668,,
2,13:13:44,01/10/24,17952,359,6458,-30.00,30.00
3,13:13:44,01/10/24,17988,377,6792,,
1,13:23:44,01/10/24,17996,369,6648,,
2,13:23:44,01/10/24,17956,359,6462,-30.00,30.00
3,13:23:44,01/10/24,17896,375,6720,,
1,13:33:44,01/10/24,18020,370,6672,,
2,13:33:44,01/10/24,17940,359,6456,-30.00,30.00
3,13:33:44,01/10/24,17740,372,6606,,
1,13:43:44,01/10/24,18044,371,6694,,
2,13:43:44,01/10/24,17908,359,6436,-30.00,30.00
3,13:43:44,01/10/24,17544,368,6458,,
1,13:53:44,01/10/24,18108,372,6740,,
2,13:53:44,01/10/24,17876,358,6410,-30.00,30.00
3,13:53:44,01/10/24,17276,362,6268,,
1,14:03:44,01/10/24,17984,369,6646,,
2,14:03:44,01/10/24,17724,355,6298,-30.00,30.00
3,14:03:44,01/10/24,16848,353,5960,,
1,14:13:44,01/10/24,17892,367,6580,,
2,14:13:44,01/10/24,17576,352,6200,-30.00,30.00
3,14:13:44,01/10/24,16164,339,5482,,
1,14:23:44,01/10/24,17904,368,6590,,
2,14:23:44,01/10/24,17424,349,6088,-30.00,30.00
3,14:23:44,01/10/24,15384,322,4968,,
1,14:33:44,01/10/24,17560,361,6340,,
2,14:33:44,01/10/24,17136,344,5896,-30.00,30.00
3,14:33:44,01/10/24,14544,305,4436,,
1,14:43:44,01/10/24,17576,361,6350,,
2,14:43:44,01/10/24,17152,344,5902,-30.00,60.00
3,14:43:44,01/10/24,13780,289,3988,,
1,14:53:44,01/10/24,17476,359,6276,,
2,14:53:44,01/10/24,17068,342,5842,-30.00,60.00
3,14:53:44,01/10/24,12888,270,3486,,
1,15:03:44,01/10/24,17172,353,6062,,
2,15:03:44,01/10/24,16984,340,5786,-26.92,43.64
3,15:03:44,01/10/24,11960,251,3002,,
1,15:13:43,01/10/24,17032,350,5964,,
2,15:13:43,01/10/24,16816,337,5672,-26.53,45.20
3,15:13:43,01/10/24,11016,231,2550,,
1,15:23:41,01/10/24,16848,346,5830,,
2,15:23:41,01/10/24,16632,333,5544,0.00,60.00
3,15:23:41,01/10/24,2408,50,122,,
1,15:33:45,01/10/24,16600,340,5656,,
2,15:33:45,01/10/24,16268,325,5306,-25.57,48.07
3,15:33:45,01/10/24,1952,41,78,,
1,15:43:42,01/10/24,16892,346,5852,,
2,15:43:42,01/10/24,16220,324,5266,0.00,60.00
3,15:43:42,01/10/24,1744,36,62,,
1,15:53:43,01/10/24,16596,340,5650,,
2,15:53:43,01/10/24,15932,318,5080,0.00,60.00
3,15:53:43,01/10/24,1596,33,52,,
1,16:03:43,01/10/24,16088,329,5308,,
2,16:03:43,01/10/24,15492,309,4800,0.00,60.00
3,16:03:43,01/10/24,1592,33,52,,
1,16:13:45,01/10/24,15704,321,5052,,
2,16:13:45,01/10/24,14616,291,4266,-22.32,52.70
3,16:13:45,01/10/24,1492,31,46,,
1,16:23:42,01/10/24,15160,310,4712,,
2,16:23:42,01/10/24,14628,292,4276,0.00,60.00
3,16:23:42,01/10/24,1604,33,52,,
1,16:33:43,01/10/24,14344,293,4214,,
2,16:33:43,01/10/24,13600,271,3696,0.00,60.00
3,16:33:43,01/10/24,1432,30,42,,
1,16:43:43,01/10/24,13448,275,3700,,
2,16:43:43,01/10/24,12368,247,3064,0.00,60.00
3,16:43:43,01/10/24,1196,25,30,,
1,16:53:44,01/10/24,11400,233,2658,,
2,16:53:44,01/10/24,1680,34,56,-14.12,55.72
3,16:53:44,01/10/24,960,20,20,,
1,17:03:44,01/10/24,10276,210,2160,,
2,17:03:44,01/10/24,1436,29,42,-9.83,56.22
3,17:03:44,01/10/24,844,17,16,,
1,17:13:44,01/10/24,8384,171,1438,,
2,17:13:44,01/10/24,1200,24,30,-3.34,56.61
3,17:13:44,01/10/24,708,14,10,,
1,17:23:45,01/10/24,1348,28,40,,
2,17:23:45,01/10/24,984,20,20,7.25,56.88
3,17:23:45,01/10/24,564,11,6,,
1,17:33:54,01/10/24,928,19,20,,
2,17:33:54,01/10/24,712,14,10,25.42,57.06
3,17:33:54,01/10/24,412,8,4,,
1,17:44:04,01/10/24,492,10,6,,
2,17:44:04,01/10/24,364,7,4,53.77,57.12
3,17:44:04,01/10/24,252,5,0,,
1,17:54:13,01/10/24,152,3,0,,
2,17:54:13,01/10/24,92,2,0,83.21,57.07
3,17:54:13,01/10/24,108,2,0,,
1,05:34:11,02/10/24,36,1,0,,
2,05:34:11,02/10/24,32,1,0,84.02,-57.03
3,05:34:11,02/10/24,92,2,0,,
1,05:44:09,02/10/24,64,1,0,,
2,05:44:09,02/10/24,80,2,0,57.36,-57.09
3,05:44:09,02/10/24,116,2,0,,
1,05:54:05,02/10/24,128,3,0,,
2,05:54:05,02/10/24,200,4,0,30.19,-57.04
3,05:54:05,02/10/24,148,3,0,,
1,06:04:01,02/10/24,264,5,0,,
2,06:04:01,02/10/24,248,6,0,11.31,-56.88
3,06:04:01,02/10/24,220,4,0,,
1,06:13:44,02/10/24,520,11,6,,
2,06:13:44,02/10/24,484,11,4,-0.17,-56.61
3,06:13:44,02/10/24,456,9,4,,
1,06:23:43,02/10/24,756,15,14,,
2,06:23:43,02/10/24,884,17,16,0.00,-30.00
3,06:23:43,02/10/24,708,15,10,,
1,06:33:43,02/10/24,872,18,16,,
2,06:33:43,02/10/24,1184,23,30,0.00,0.00
3,06:33:43,02/10/24,1036,21,22,,
1,06:43:43,02/10/24,1264,26,32,,
2,06:43:43,02/10/24,1600,33,50,0.00,0.00
3,06:43:43,02/10/24,1508,31,50,,
1,06:53:43,02/10/24,2044,42,86,,
2,06:53:43,02/10/24,2072,44,78,0.00,-30.00
3,06:53:43,02/10/24,1844,38,72,,
1,07:03:43,02/10/24,6608,134,892,,
2,07:03:43,02/10/24,5296,166,272,0.00,-60.00
3,07:03:43,02/10/24,1852,38,72,,
1,07:13:43,02/10/24,14300,291,4164,,
2,07:13:43,02/10/24,5408,176,318,0.00,-60.00
3,07:13:43,02/10/24,2536,53,134,,
1,07:23:46,02/10/24,16288,332,5414,,
2,07:23:46,02/10/24,11280,152,1718,-30.00,-60.00
3,07:23:46,02/10/24,3896,81,318,,
1,07:33:42,02/10/24,4708,96,452,,
2,07:33:42,02/10/24,5028,90,456,0.00,-30.00
3,07:33:42,02/10/24,4304,90,390,,
1,07:43:43,02/10/24,3172,64,206,,
2,07:43:43,02/10/24,3888,80,272,0.00,0.00
3,07:43:43,02/10/24,3620,76,276,,
1,07:53:43,02/10/24,3000,61,184,,
2,07:53:43,02/10/24,3976,79,302,0.00,0.00
3,07:53:43,02/10/24,3612,75,276,,
1,08:03:46,02/10/24,964,20,20,,
2,08:03:46,02/10/24,1872,34,72,-25.35,-46.82
3,08:03:46,02/10/24,1772,37,66,,
1,08:13:41,02/10/24,1360,28,40,,
2,08:13:41,02/10/24,1896,38,72,0.00,0.00
3,08:13:41,02/10/24,1636,34,56,,
1,08:23:45,02/10/24,1324,27,36,,
2,08:23:45,02/10/24,1732,34,58,-26.26,-43.80
3,08:23:45,02/10/24,1696,35,58,,
1,08:33:44,02/10/24,1048,21,22,,
2,08:33:44,02/10/24,1464,29,42,-30.00,0.00
3,08:33:44,02/10/24,1420,29,42,,
1,08:43:42,02/10/24,1176,24,30,,
2,08:43:42,02/10/24,1476,29,42,0.00,0.00
3,08:43:42,02/10/24,1392,29,40,,
1,08:53:43,02/10/24,1688,34,58,,
2,08:53:43,02/10/24,1956,37,72,0.00,0.00
3,08:53:43,02/10/24,1788,37,68,,
1,09:03:43,02/10/24,1696,35,58,,
2,09:03:43,02/10/24,2084,42,82,0.00,0.00
3,09:03:43,02/10/24,1912,40,76,,
1,09:13:43,02/10/24,2824,57,164,,
2,09:13:43,02/10/24,3000,57,174,0.00,0.00
3,09:13:43,02/10/24,2636,55,144,,
1,09:23:43,02/10/24,2080,42,88,,
2,09:23:43,02/10/24,2260,46,96,0.00,0.00
3,09:23:43,02/10/24,2060,43,88,,
1,09:33:43,02/10/24,1884,38,72,,
2,09:33:43,02/10/24,2196,44,92,0.00,0.00
3,09:33:43,02/10/24,1896,39,76,,
1,09:43:43,02/10/24,1904,39,76,,
2,09:43:43,02/10/24,2144,44,86,0.00,0.00
3,09:43:43,02/10/24,1948,41,78,,
1,09:53:43,02/10/24,1204,25,30,,
2,09:53:43,02/10/24,1436,29,42,0.00,0.00
3,09:53:43,02/10/24,1272,26,32,,
1,10:03:43,02/10/24,1532,31,50,,
2,10:03:43,02/10/24,1972,40,78,0.00,0.00
3,10:03:43,02/10/24,1704,35,62,,
1,10:13:43,02/10/24,2192,45,98,,
2,10:13:43,02/10/24,2480,50,124,0.00,0.00
3,10:13:43,02/10/24,2332,49,114,,
1,10:23:43,02/10/24,3024,61,186,,
2,10:23:43,02/10/24,3452,69,240,0.00,0.00
3,10:23:43,02/10/24,3064,64,196,,
1,10:33:43,02/10/24,3888,79,308,,
2,10:33:43,02/10/24,4252,84,360,0.00,0.00
3,10:33:43,02/10/24,3800,79,302,,
1,10:43:43,02/10/24,3004,61,184,,
2,10:43:43,02/10/24,3296,66,220,0.00,0.00
3,10:43:43,02/10/24,2964,62,184,,
1,10:53:43,02/10/24,2908,59,174,,
2,10:53:43,02/10/24,3172,63,194,0.00,0.00
3,10:53:43,02/10/24,2696,56,150,,
1,11:03:43,02/10/24,3568,73,262,,
2,11:03:43,02/10/24,3824,75,288,0.00,0.00
3,11:03:43,02/10/24,3256,68,222,,
1,11:13:43,02/10/24,5136,104,538,,
2,11:13:43,02/10/24,5448,106,580,0.00,0.00
3,11:13:43,02/10/24,4720,99,466,,
1,11:23:43,02/10/24,5528,112,622,,
2,11:23:43,02/10/24,6072,119,728,0.00,0.00
3,11:23:43,02/10/24,5124,107,550,,
1,11:33:43,02/10/24,5140,105,540,,
2,11:33:43,02/10/24,5560,110,616,0.00,0.00
3,11:33:43,02/10/24,4656,97,456,,
1,11:43:43,02/10/24,6200,126,784,,
2,11:43:43,02/10/24,6704,133,872,0.00,0.00
3,11:43:43,02/10/24,5628,118,666,,
1,11:53:43,02/10/24,6164,125,776,,
2,11:53:43,02/10/24,6400,128,774,0.00,0.00
3,11:53:43,02/10/24,5620,117,662,,
1,12:03:43,02/10/24,5984,122,730,,
2,12:03:43,02/10/24,6276,126,738,0.00,0.00
3,12:03:43,02/10/24,5380,113,610,,
1,12:13:43,02/10/24,7908,161,1274,,
2,12:13:43,02/10/24,8112,162,1258,0.00,0.00
3,12:13:43,02/10/24,7248,152,1102,,
1,12:23:43,02/10/24,9884,201,1992,,
2,12:23:43,02/10/24,9944,198,1970,0.00,0.00
3,12:23:43,02/10/24,9200,193,1776,,
1,12:33:46,02/10/24,9688,197,1916,,
2,12:33:46,02/10/24,9216,183,1690,-28.86,12.25
3,12:33:46,02/10/24,8672,182,1580,,
1,12:43:44,02/10/24,15528,317,4926,,
2,12:43:44,02/10/24,15344,306,4686,-28.81,14.67
3,12:43:44,02/10/24,15860,332,5276,,
1,12:53:44,02/10/24,18588,380,7072,,
2,12:53:44,02/10/24,18628,371,6928,-28.75,17.06
3,12:53:44,02/10/24,18504,388,7186,,
1,13:03:44,02/10/24,18732,383,7182,,
2,13:03:44,02/10/24,18660,372,6954,-30.00,30.00
3,13:03:44,02/10/24,18656,391,7308,,
1,13:13:44,02/10/24,14832,304,4508,,
2,13:13:44,02/10/24,14120,282,3984,-28.58,21.75
3,13:13:44,02/10/24,13784,289,3992,,
1,13:23:43,02/10/24,7244,148,1078,,
2,13:23:43,02/10/24,6672,134,894,-28.48,24.03
3,13:23:43,02/10/24,5728,120,688,,
1,13:33:41,02/10/24,9692,198,1920,,
2,13:33:41,02/10/24,8548,170,1458,0.00,30.00
3,13:33:41,02/10/24,8096,170,1374,,
1,13:43:46,02/10/24,19084,390,7458,,
2,13:43:46,02/10/24,18744,374,7020,-30.00,30.00
3,13:43:46,02/10/24,18492,388,7176,,
1,13:53:44,02/10/24,19140,392,7504,,
2,13:53:44,02/10/24,18924,378,7160,-28.08,30.58
3,13:53:44,02/10/24,18576,389,7242,,
1,14:03:41,02/10/24,4872,100,488,,
2,14:03:41,02/10/24,4444,89,396,0.00,30.00
3,14:03:41,02/10/24,3884,81,314,,
1,14:13:43,02/10/24,5984,122,734,,
2,14:13:43,02/10/24,5896,118,694,0.00,30.00
3,14:13:43,02/10/24,5264,110,584,,
1,14:23:43,02/10/24,4040,82,334,,
2,14:23:43,02/10/24,4644,92,432,0.00,0.00
3,14:23:43,02/10/24,3932,82,324,,
1,14:33:43,02/10/24,3512,73,258,,
2,14:33:43,02/10/24,3520,70,250,0.00,30.00
3,14:33:43,02/10/24,2940,61,180,,
1,14:43:45,02/10/24,3528,73,258,,
2,14:43:45,02/10/24,3156,63,200,-26.98,40.29
3,14:43:45,02/10/24,3052,64,196,,
1,14:53:41,02/10/24,4448,91,406,,
2,14:53:41,02/10/24,4576,93,426,0.00,0.00
3,14:53:41,02/10/24,4268,89,384,,
1,15:03:43,02/10/24,4708,96,452,,
2,15:03:43,02/10/24,4460,89,396,0.00,30.00
3,15:03:43,02/10/24,3360,70,236,,
1,15:13:45,02/10/24,6496,133,866,,
2,15:13:45,02/10/24,5960,119,712,-25.88,45.22
3,15:13:45,02/10/24,4256,89,380,,
1,15:23:43,02/10/24,4740,97,462,,
2,15:23:43,02/10/24,4036,81,328,-25.40,46.70
3,15:23:43,02/10/24,3100,65,200,,
1,15:33:43,02/10/24,5428,111,602,,
2,15:33:43,02/10/24,4728,94,448,-24.83,48.09
3,15:33:43,02/10/24,3060,64,196,,
1,15:43:44,02/10/24,6216,127,792,,
2,15:43:44,02/10/24,5408,108,586,-24.17,49.38
3,15:43:44,02/10/24,4432,93,412,,
1,15:53:42,02/10/24,3968,81,322,,
2,15:53:42,02/10/24,3952,79,312,0.00,30.00
3,15:53:42,02/10/24,3216,67,216,,
1,16:03:43,02/10/24,4328,88,384,,
2,16:03:43,02/10/24,3972,79,314,0.00,30.00
3,16:03:43,02/10/24,2640,55,148,,
1,16:13:45,02/10/24,2080,42,88,,
2,16:13:45,02/10/24,1724,34,58,-21.30,52.70
3,16:13:45,02/10/24,1448,30,42,,
1,16:23:42,02/10/24,1812,37,68,,
2,16:23:42,02/10/24,1900,38,72,0.00,30.00
3,16:23:42,02/10/24,1560,32,52,,
1,16:33:43,02/10/24,2836,58,164,,
2,16:33:43,02/10/24,2680,53,144,0.00,30.00
3,16:33:43,02/10/24,2160,45,98,,
1,16:43:43,02/10/24,1732,35,62,,
2,16:43:43,02/10/24,1984,39,78,0.00,0.00
3,16:43:43,02/10/24,1592,33,52,,
1,16:53:44,02/10/24,924,19,16,,
2,16:53:44,02/10/24,840,17,14,-12.41,55.71
3,16:53:44,02/10/24,748,15,14,,
1,17:03:41,02/10/24,640,13,10,,
2,17:03:41,02/10/24,816,16,14,30.00,0.00
3,17:03:41,02/10/24,636,13,10,,
1,17:13:46,02/10/24,816,17,14,,
2,17:13:46,02/10/24,668,13,10,-0.92,56.58
3,17:13:46,02/10/24,724,15,10,,
1,17:23:47,02/10/24,400,8,4,,
2,17:23:47,02/10/24,476,10,4,-30.00,0.00
3,17:23:47,02/10/24,472,10,4,,
1,17:33:57,02/10/24,232,5,0,,
2,17:33:57,02/10/24,216,4,0,28.20,57.03
3,17:33:57,02/10/24,312,6,4,,
1,17:44:08,02/10/24,120,3,0,,
2,17:44:08,02/10/24,104,2,0,54.86,57.09
3,17:44:08,02/10/24,208,4,0,,
1,17:54:13,02/10/24,48,1,0,,
2,17:54:13,02/10/24,36,1,0,82.04,57.04
3,17:54:13,02/10/24,88,1,0,,
1,05:34:11,03/10/24,64,1,0,,
